C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14417014.bmp  1  0 0 38 41
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14617020.bmp  1  0 0 40 36
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14717024.bmp  1  0 0 71 68
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14817030.bmp  1  0 0 306 276
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14917034.bmp  1  0 0 72 73
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15017038.bmp  1  0 0 51 51
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15117040.bmp  1  0 0 54 52
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15217044.bmp  1  0 0 68 66
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15317048.bmp  1  0 0 122 115
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15417054.bmp  1  0 0 158 157
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15517058.bmp  1  0 0 72 69
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1561711.bmp  1  0 0 75 75
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1571714.bmp  1  0 0 60 55
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1581717.bmp  1  0 0 78 80
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16017114.bmp  1  0 0 81 76
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16117128.bmp  1  0 0 77 77
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1621726.bmp  1  0 0 434 445
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16317212.bmp  1  0 0 226 229
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16417219.bmp  1  0 0 463 361
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16617230.bmp  1  0 0 254 224
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16717233.bmp  1  0 0 85 89
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16817237.bmp  1  0 0 45 45
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\16917243.bmp  1  0 0 50 44
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17017247.bmp  1  0 0 51 57
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17117251.bmp  1  0 0 77 77
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1721733.bmp  1  0 0 521 519
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1731738.bmp  1  0 0 50 55
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17417312.bmp  1  0 0 37 36
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17517315.bmp  1  0 0 37 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17617320.bmp  1  0 0 42 44
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17717324.bmp  1  0 0 63 72
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17817338.bmp  1  0 0 377 255
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17917344.bmp  1  0 0 56 59
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18017348.bmp  1  0 0 56 61
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18117352.bmp  1  0 0 88 94
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18217355.bmp  1  0 0 85 91
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1831740.bmp  1  0 0 78 80
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1841743.bmp  1  0 0 97 100
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1851748.bmp  1  0 0 71 62
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18617411.bmp  1  0 0 88 94
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18717415.bmp  1  0 0 109 112
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18817424.bmp  1  0 0 474 449
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18917432.bmp  1  0 0 594 549
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\19017436.bmp  1  0 0 97 107
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\19117442.bmp  1  0 0 213 193
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\19217447.bmp  1  0 0 94 96
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\19317451.bmp  1  0 0 50 47
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\8617455.bmp  1  0 0 115 115
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\871753.bmp  1  0 0 75 72
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\8917513.bmp  1  0 0 97 94
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9017517.bmp  1  0 0 77 75
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9117533.bmp  1  0 0 97 90
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9217543.bmp  1  0 0 158 150
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9717618.bmp  1  0 0 223 214
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9817622.bmp  1  0 0 152 146
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9917626.bmp  1  0 0 134 123
